Age,Education,Marital_Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount_Purchases,Total_Promo,NumWebVisitsMonth,cluster
47,2,0,1,1,60474,1180,4687,25,265,81,303,120.5,9,126.5,10,2,12,7,0,7,0
66,2,1,1,1,62807,819,4900,83,526,28,135,10,21,99,5,3,12,3,0,5,0
45,1,1,1,1,19414,32,4489,32,2,3,12,3,5,7,1,0,3,1,0,8,1
46,2,1,1,1,19107,46,4544,49,2,4,9,10,5,16,1,0,3,2,0,7,1
50,1,1,1,1,75484,1159,4929,50,378,81,259,120.5,81,34,7,3,6,2,0,4,2
50,3,0,1,1,70379,860,4716,84,553,25,142,65,67,8,6,3,13,3,0,4,0
56,3,1,0,0,79419,1631,4240,96,751,81,556,20,15,31,4,6,4,1,0,2,2
80,4,1,1,3,64014,444,4252,56,406,0,30,0,0,8,8,2,5,7,1,7,0
71,2,1,1,1,76998,1910,4767,85,1225,81,161,69,35,107,11,8,8,2,1,6,2
54,3,1,1,1,49854,380,4464,63,123,17,171,39,0,30,6,2,5,5,0,6,0
55,4,1,1,2,60585,736,4603,17,267,42,309,55,42,21,7,4,9,10,0,5,0
76,4,0,1,2,42873,269,4757,11,209,0,40,3,2,15,6,1,4,4,0,8,0
38,2,1,0,0,87679,2510.625,4570,62,1225,81,556,97,81,33,7,11,10,1,3,4,2
48,2,1,1,1,57867,612,4504,48,344,35,178,15,23,17,7,2,9,7,0,6,0
36,2,1,1,1,35765,75,4433,86,22,3,30,0,5,15,2,0,4,2,0,6,1
67,2,1,0,0,65492,1045,4387,73,247,81,295,120.5,81,47,4,7,13,2,0,2,2
49,2,0,1,1,32952,55,4443,36,38,0,12,3,1,1,2,0,3,1,0,7,1
57,4,1,1,1,53374,1064,4915,34,896,10,101,13,10,34,4,2,9,6,1,9,0
67,2,1,1,1,71706,1443,4826,16,931,56,253,91,81,14,9,5,7,4,0,5,0
38,2,1,0,0,68487,1366,4765,48,758,12,385,33,81,89,9,7,13,1,0,4,2
51,3,1,1,2,53253,436,4736,61,216,9,57,20,9,125,4,3,5,7,0,5,0
53,1,0,1,1,31163,38,4369,54,2,3,10,11,2,10,1,0,3,1,0,6,1
49,2,1,1,1,42014,436,4914,56,244,15,108,4,15,50,7,1,6,6,0,8,0
53,3,1,1,2,54108,747,4834,74,539,6,91,8,6,97,8,2,9,13,0,8,0
71,4,0,0,0,49667,1396,4911,35,1181,26,120,17,13,39,5,10,5,2,1,8,2
52,3,1,0,0,63206,928,4334,65,750,8,125,11,8,26,4,3,6,1,1,2,2
54,3,1,1,2,57136,642,4588,48,306,5,109,21,81,92,5,2,10,9,0,6,0
51,1,1,1,1,46772,1048,4832,88,350,81,189,120.5,81,57,11,8,5,6,1,8,0
55,4,1,0,0,78931,943,4480,19,331,81,170,58,81,35,2,8,13,1,0,1,2
68,2,1,1,1,53977,907,4619,21,620,16,165,0,24,82,5,5,12,5,0,5,0
38,2,1,0,0,84219,1198,4380,27,434,81,400,45,81,45,3,4,10,1,0,1,2
51,3,0,1,2,46098,120,4913,86,57,0,27,0,0,36,3,2,2,4,0,8,1
61,2,1,1,1,73538,1658,4814,92,811,76,428,99,81,107,10,4,9,3,0,7,0
40,2,1,0,0,79529,1638,4296,1,423,42,556,73,81,126.5,4,8,9,1,0,2,2
49,1,1,0,0,20981,73,4658,14,2,12,10,6,13,30,3,1,2,1,0,8,1
46,2,0,1,1,51766,275,4343,74,60,51,87,6,20,51,4,2,4,2,0,5,0
64,2,1,1,1,55759,854,4811,84,675,0,85,10,7,77,10,3,8,5,0,8,0
48,2,1,1,1,33039,78,4526,4,30,8,12,8,8,12,2,0,4,1,0,5,1
54,3,1,1,1,37787,106,4515,50,40,1,40,4,3,18,3,0,3,1,0,8,1
56,2,0,1,1,27242,106,4828,2,3,17,26,20,1,39,2,0,3,2,0,9,1
43,4,0,0,0,87188,1923,4624,73,910,81,556,49,74,55,10,2,6,1,0,3,2
55,2,1,0,0,69930,1662,4632,21,252,81,556,120.5,70,126.5,4,5,12,1,0,3,2
50,2,0,1,1,37697,84,4375,82,34,6,21,11,4,8,2,1,3,1,0,6,1
53,4,1,1,1,37401,48,4287,14,19,3,19,3,1,3,2,0,3,2,0,7,1
53,2,0,1,1,3502,5,4675,56,2,1,1,0,0,1,0,0,0,0,0,14,1
50,2,1,1,2,58597,733,4819,20,490,0,184,10,28,21,7,4,9,12,0,7,0
78,4,0,0,0,82032,1234,4318,54,332,81,377,120.5,81,57,4,6,7,0,0,1,2
68,2,1,1,2,28087,112,4798,77,53,8,17,13,0,21,2,2,2,3,0,7,1
39,4,0,0,0,74004,1658,4358,5,784,48,556,42,81,48,4,6,4,1,2,3,2
66,2,1,1,1,19740,55,4695,65,7,11,3,10,4,20,1,1,3,2,0,5,1
51,1,1,1,1,57036,1513,4798,33,1171,43,219,19,14,47,6,3,13,4,1,9,0
68,1,1,1,2,53083,271,4643,65,215,7,33,3,0,13,5,1,5,6,1,7,0
51,4,1,1,1,69283,904,4248,41,674,62,134,0,26,8,7,3,13,4,0,5,0
51,3,0,1,2,46098,120,4913,86,57,0,27,0,0,36,3,2,2,4,0,8,1
38,1,1,1,1,23331,103,4896,92,5,36,7,0,10,45,3,0,3,2,0,8,1
38,1,0,1,1,23331,269,4865,97,104,20,101,24,15,5,5,1,5,6,0,9,0
37,2,0,1,1,9255,22,4424,91,9,0,7,2,0,4,1,1,2,1,0,8,1
67,4,0,0,0,67786,1156,4437,0,431,81,441,80,20,102,3,6,6,1,0,1,2
55,4,1,1,1,71969,1086,4854,59,1000,0,76,0,0,10,3,4,9,3,1,8,0
59,3,0,1,1,59235,1128,4766,4,448,40,469,80,0,91,11,2,12,3,0,7,0
37,2,1,1,1,31928,72,4326,5,33,4,24,4,2,5,3,0,4,2,0,7,1
65,3,1,1,2,74881,964,4711,48,505,72,270,36,27,54,9,2,12,4,0,5,0
48,2,1,0,0,65819,1383,4810,99,267,38,556,120.5,81,63,5,4,10,1,0,3,2
73,4,0,1,3,51411,18,4632,81,14,0,3,0,0,1,0,0,3,1,0,5,1
62,2,0,1,1,51983,793,4900,95,631,0,115,10,7,30,9,2,10,3,0,7,0
40,3,1,1,1,42386,100,4765,43,65,4,16,0,4,11,3,0,3,1,0,8,1
39,1,1,0,0,30390,80,4533,5,10,12,12,25,1,20,2,0,3,1,0,6,1
63,2,0,0,0,30983,167,4830,50,51,4,50,12,1,49,4,0,3,1,0,8,1
69,2,0,1,1,66033,677,4758,76,293,35,179,46,59,65,8,3,7,2,0,7,0
51,1,1,1,2,37284,23,4690,46,11,1,2,2,1,6,0,0,3,1,0,6,1
75,3,0,1,1,57530,92,4493,68,50,1,27,6,7,1,1,1,4,1,0,1,1
61,1,1,0,0,76800,641,4346,33,173,26,255,35,71,81,4,4,7,1,0,1,2
70,2,1,1,1,63943,1106,4898,50,423,81,368,13,81,21,6,4,6,1,0,5,0
64,2,1,0,0,76081,1033,4270,85,292,30,415,63,33,126.5,4,5,4,1,1,2,2
52,2,1,1,1,67445,1174,4919,63,757,80,217,29,80,11,9,6,12,5,0,6,0
59,3,1,1,2,37054,25,4520,89,12,1,6,0,1,5,1,0,3,2,0,7,1
64,3,1,1,2,47175,240,4842,81,167,2,44,6,2,19,4,2,4,7,1,8,0
50,2,0,1,1,31859,20,4613,77,3,1,3,8,0,5,1,0,2,1,0,7,1
65,2,0,1,3,27215,102,4755,50,30,5,22,8,9,28,2,1,4,4,0,6,1
50,4,0,1,1,70179,1034,4576,10,532,81,168,69,44,126.5,7,3,13,3,0,5,0
43,2,1,1,1,39922,156,4733,30,29,12,59,19,1,36,3,0,4,2,0,8,1
50,3,1,1,2,49681,458,4470,66,411,0,26,0,0,21,7,1,7,6,0,7,0
38,2,1,1,1,24645,17,4838,16,5,3,4,4,1,0,1,0,2,1,0,8,1
72,2,0,1,1,79865,792,4244,12,71,81,278,120.5,81,38,5,10,5,1,0,1,2
41,2,1,1,1,44322,92,4246,30,46,0,40,3,0,3,3,0,3,2,0,8,1
74,2,0,1,1,47958,407,4759,8,268,11,88,15,3,22,6,3,5,2,0,5,0
62,3,0,1,1,63972,1269,4807,93,928,63,254,0,12,12,5,4,10,4,1,4,0
72,2,1,1,1,75315,841,4308,14,459,15,171,120.5,23,31,5,4,12,2,0,2,2
76,4,1,1,2,55517,633,4873,53,483,0,108,0,6,36,11,1,6,5,0,9,0
69,4,1,1,3,75283,1019,4692,26,733,9,180,12,19,66,6,3,5,11,0,4,0
80,4,0,0,0,82800,1315,4815,23,1006,22,115,59,68,45,7,6,12,1,2,3,2
72,2,1,1,2,38998,54,4836,92,34,1,14,0,0,5,2,0,3,3,0,8,1
35,3,0,0,0,90638,2510.625,4369,29,1156,81,556,94,81,96,3,4,10,1,1,1,2
40,3,1,1,1,27161,52,4477,41,7,4,23,7,0,11,1,0,3,1,0,7,1
49,2,1,1,1,42014,436,4914,56,244,15,108,4,15,50,7,1,6,6,0,8,0
66,4,1,1,1,38201,268,4690,19,233,0,23,0,0,12,5,1,5,4,0,8,1
44,2,1,1,2,45203,147,4331,4,35,3,67,10,8,24,3,1,3,1,0,6,1
79,4,1,0,0,81574,1798,4295,89,1225,0,465,46,35,0,4,5,8,1,2,1,2
34,2,1,0,0,34935,137,4606,71,34,4,66,3,10,20,2,1,4,1,0,7,1
50,3,0,1,1,60482,507,4755,81,255,43,134,37,14,24,7,2,7,1,0,7,0
70,2,1,1,3,34633,15,4390,31,8,1,5,0,0,1,1,0,2,1,0,6,1
79,3,1,0,0,78093,1105,4433,53,368,32,556,13,43,10,4,7,5,1,0,1,2
76,2,0,0,0,82460,974,4442,78,255,47,556,52,32,15,5,3,6,1,0,1,2
60,3,1,1,1,45903,66,4300,80,33,8,10,2,10,3,2,1,3,2,0,4,1
39,2,0,0,0,81361,778,4357,18,163,23,424,27,65,76,3,10,13,1,0,1,2
53,4,0,1,2,35860,49,4274,37,15,0,8,4,2,20,1,1,2,2,1,5,1
74,3,1,1,2,40442,169,4912,52,45,12,52,25,22,13,3,1,4,4,0,7,0
61,2,1,0,0,61482,299,4235,39,48,58,68,16,66,43,3,2,6,1,0,2,2
46,2,1,1,1,34968,221,4678,11,158,6,45,8,2,2,3,2,5,7,0,7,1
39,2,1,0,0,75794,1682,4420,33,754,81,556,63,32,48,7,5,12,1,1,3,2
64,4,1,1,1,31497,155,4803,22,108,1,28,13,1,4,3,1,4,2,0,8,1
71,2,1,0,0,74268,892,4733,83,199,66,315,97,81,41,4,3,5,1,0,2,2
38,0,1,1,1,13724,58,4900,43,2,7,5,2,15,27,2,0,2,1,1,9,1
61,3,1,1,1,45143,311,4540,74,202,5,74,11,5,14,6,1,5,3,0,7,0
59,4,0,1,1,52569,95,4318,54,85,0,3,0,0,7,2,0,4,1,0,3,1
53,4,0,1,1,48432,424,4852,3,322,3,50,4,3,42,7,1,6,5,0,8,0
66,3,1,1,2,17144,47,4367,96,18,2,19,0,2,6,3,0,4,5,0,7,1
42,2,0,1,1,36108,339,4490,68,141,8,129,3,11,47,7,1,4,3,1,9,0
55,2,1,1,1,76445,1410,4872,2,739,81,309,120.5,80,35,2,5,13,1,0,6,2
51,4,1,1,1,36663,35,4298,40,18,0,6,3,3,5,1,1,3,1,0,2,1
61,3,1,1,1,53843,562,4600,64,378,0,88,19,4,73,8,5,3,4,0,7,0
70,3,1,0,0,90226,2352,4874,26,1083,81,556,120.5,81,108,4,7,12,1,1,2,2
71,3,0,0,0,70638,1334,4626,69,1016,12,215,16,12,63,4,5,10,1,1,3,2
66,2,1,1,2,44512,32,4536,57,23,1,6,0,0,2,1,0,3,2,0,4,1
65,2,1,1,2,27116,41,4352,78,12,1,21,2,2,3,2,0,3,2,0,7,1
63,4,1,1,2,54072,39,4570,71,35,0,4,0,0,0,2,0,2,1,0,8,1
49,2,1,1,1,71855,1141,4762,59,548,31,422,0,81,28,5,5,11,4,0,3,0
36,1,0,1,1,51250,710,4689,28,342,32,230,34,32,40,10,5,4,5,1,9,0
53,3,1,1,1,60432,401,4345,61,365,3,15,4,3,11,7,2,5,5,0,6,0
62,4,1,1,1,65526,506,4312,22,397,19,69,12,0,9,4,4,8,1,0,2,0
38,2,0,0,0,68655,1538,4921,95,456,19,556,75,81,38,4,5,11,1,0,3,2
48,1,1,0,0,12393,57,4805,38,5,6,15,11,7,13,2,0,3,1,0,9,1
36,2,0,0,0,64509,1722,4549,19,836,81,556,24,25,77,6,3,9,1,1,4,2
51,2,0,1,1,33955,270,4557,92,100,2,128,23,7,10,5,1,5,4,0,8,0
49,2,1,1,2,31353,31,4415,24,10,0,10,3,1,7,1,1,2,2,0,8,1
42,2,1,1,1,55434,882,4500,21,238,81,215,120.5,69,76,5,3,13,3,0,4,2
43,2,1,1,1,28359,16,4478,35,6,0,5,2,1,2,1,0,2,1,0,7,1
39,2,0,1,1,57100,311,4275,9,158,11,99,15,11,17,3,2,7,2,0,3,0
61,2,1,1,1,69139,227,4386,23,86,12,75,33,15,6,4,1,5,1,0,4,0
70,3,1,1,1,52973,1152,4831,92,856,0,76,12,9,126.5,9,6,9,7,0,8,0
61,4,1,1,1,51717,122,4546,55,98,1,17,0,1,5,3,0,4,1,1,7,1
55,2,1,1,1,18793,77,4766,14,4,16,20,0,17,20,2,0,4,3,0,8,1
44,1,1,0,0,66664,1289,4875,78,398,81,447,120.5,81,32,5,7,6,1,0,3,2
67,2,0,1,2,50664,561,4762,64,313,8,104,6,4,126,8,1,6,9,0,9,0
63,2,1,1,2,54414,211,4755,49,109,18,16,24,26,18,3,1,5,4,0,4,0
74,4,1,1,1,54549,233,4351,8,216,2,6,0,0,9,5,1,4,2,0,7,1
55,4,0,1,1,47111,1092,4892,35,595,71,153,120,81,41,3,2,10,6,0,9,0
63,4,0,0,0,41003,601,4702,11,123,81,142,71,44,88,6,2,8,1,0,6,2
44,2,1,1,1,19444,54,4360,8,16,0,23,3,2,10,4,1,2,3,0,7,1
50,1,1,1,1,36301,78,4480,53,11,12,35,3,5,12,3,0,3,1,0,7,1
79,4,1,1,1,73059,1095,4535,36,410,81,420,0,81,71,9,3,13,1,0,4,0
57,4,1,1,1,42731,244,4484,64,159,2,51,6,2,24,4,1,5,3,0,5,1
67,4,1,1,2,52854,116,4330,43,105,0,10,0,1,0,2,1,4,2,0,5,1
48,2,1,1,1,22775,15,4608,40,5,1,8,0,0,1,1,0,2,1,0,8,1
78,4,1,1,2,46681,425,4497,52,269,15,69,15,19,38,4,6,4,2,0,5,0
71,4,1,1,1,59821,734,4676,11,629,0,70,0,0,35,11,2,7,6,0,8,0
72,2,0,1,1,50002,638,4610,21,443,5,71,21,16,82,8,2,7,2,0,7,0
81,2,1,0,0,69755,894,4503,23,217,77,373,111,23,93,3,6,12,1,0,1,2
57,2,1,1,2,44078,41,4243,17,24,1,10,2,0,4,2,0,3,2,0,5,1
50,3,1,1,1,30560,31,4600,6,9,1,5,4,5,7,1,0,3,1,0,7,1
57,3,1,1,2,35924,34,4331,56,8,0,14,2,3,7,1,0,3,1,0,5,1
62,4,0,1,2,64140,1750,4512,71,1225,0,61,0,15,126.5,2,5,6,5,3,5,0
45,2,1,1,2,56386,612,4843,51,230,48,214,13,32,75,9,1,7,8,0,9,0
47,0,1,1,1,24594,29,4434,94,1,3,6,10,0,9,1,0,3,1,0,5,1
45,1,1,1,1,75774,823,4291,27,340,21,134,120.5,14,56,7,5,8,1,0,4,2
66,3,0,0,0,39228,20,4648,1,7,1,6,0,3,3,0,0,3,1,0,4,1
52,3,1,1,1,58494,396,4432,56,298,7,68,4,0,19,6,2,6,2,0,6,0
45,2,0,0,0,58684,813,4246,71,479,35,179,28,7,85,5,3,12,1,1,2,2
59,2,0,0,0,57136,1179,4640,18,267,81,556,34,12,126.5,7,5,7,1,0,6,2
76,4,0,1,2,56551,138,4286,48,67,4,32,17,2,16,2,1,4,3,0,4,1
44,2,1,1,1,22448,55,4356,86,3,1,8,23,2,18,2,1,3,3,0,3,1
65,2,0,0,0,82014,1511,4911,48,980,37,265,35,81,31,3,6,12,1,0,6,2
63,2,0,1,2,34213,117,4893,2,50,4,28,6,3,26,3,1,2,3,0,9,1
49,2,1,0,0,117416.25,1730,4659,13,1,0,556,2,1,1,0,28,0,0,0,1,2
79,4,0,1,1,25358,32,4575,57,19,0,5,0,0,8,1,0,3,2,0,6,1
48,3,0,1,1,35544,67,4346,77,30,5,23,4,1,4,2,0,3,1,0,7,1
72,3,1,1,1,36634,335,4630,0,213,9,76,4,3,30,5,2,5,3,0,7,0
72,4,1,1,1,62670,825,4380,57,539,30,92,80,46,38,5,3,13,1,0,3,2
54,1,1,1,1,50334,694,4573,24,284,16,160,84,16,126.5,7,4,6,6,0,6,0
45,2,0,0,0,72066,1792,4239,55,1003,34,536,120.5,51,34,4,6,6,1,2,2,2
68,4,0,1,2,50729,496,4656,62,239,13,143,45,4,52,6,2,7,9,0,6,0
58,2,1,1,2,34916,231,4643,89,51,23,82,33,0,42,5,1,3,4,0,9,0
50,2,0,1,1,64892,902,4264,77,527,24,230,32,24,65,6,4,12,2,0,4,2
60,2,0,1,2,43602,68,4403,45,19,5,12,10,3,19,3,1,2,3,0,6,1
37,4,0,0,0,33996,71,4524,46,40,2,15,8,0,6,1,1,3,1,0,4,1
41,1,0,1,1,41473,76,4608,80,21,8,20,15,3,9,2,0,3,1,0,7,1
59,4,1,1,2,63246,772,4546,60,593,30,91,29,22,7,6,3,12,1,0,4,0
67,4,1,1,2,36732,47,4415,71,21,5,3,10,1,7,1,1,4,3,0,2,1
56,4,1,1,1,69084,1586,4455,43,1181,81,199,39,30,30,7,3,13,2,0,8,0
59,4,1,1,1,77766,1529,4725,97,1004,59,265,115,59,27,11,10,11,2,1,6,2
41,4,0,0,0,37929,265,4567,49,202,2,46,3,2,10,4,2,5,2,2,7,1
75,2,1,0,0,86610,1603,4530,66,446,81,556,33,81,53,5,6,6,1,0,2,2
40,3,1,0,0,80141,2091,4767,20,1184,81,556,52,40,40,7,4,10,1,1,6,2
71,1,1,0,0,72635,981,4624,54,390,22,323,104,35,107,6,8,6,1,1,3,2
56,2,1,1,1,69016,1533,4817,61,726,53,363,120.5,81,126.5,8,9,13,4,0,5,2
35,1,1,0,0,20193,82,4811,18,8,8,22,24,11,9,1,1,4,1,0,4,1
51,2,1,1,1,27573,244,4694,45,50,15,110,39,15,15,5,1,4,4,0,8,0
47,0,0,1,1,15862,36,4600,26,1,1,4,11,9,10,1,0,3,1,0,8,1
50,4,1,1,1,49544,404,4735,0,308,0,73,0,0,23,5,1,8,2,0,7,0
46,2,1,1,1,33228,71,4390,28,22,2,31,7,4,5,2,0,3,1,0,7,1
48,2,1,0,0,70440,1572,4497,49,690,81,499,76,81,88,5,10,7,1,1,3,2
55,2,1,1,2,38232,122,4396,84,43,5,28,7,6,33,3,1,3,4,0,5,1
71,4,1,1,2,22554,41,4836,38,27,0,10,0,0,4,2,0,4,4,0,5,1
43,4,1,1,1,23536,10,4258,53,6,0,3,0,0,1,0,0,3,1,0,3,1
74,2,1,1,1,49413,304,4480,88,205,7,41,3,2,46,4,2,5,2,0,5,0
57,2,1,1,2,42231,37,4329,99,24,0,8,0,1,4,1,0,3,1,0,5,1
46,3,0,0,0,78789,1754,4923,12,667,50,556,21,81,83,4,6,5,1,0,2,2
58,2,1,1,1,56534,815,4574,35,691,7,61,10,0,46,10,4,7,4,2,8,0
55,2,0,1,1,58350,1001,4774,5,493,26,206,116,80,80,8,3,12,4,0,6,0
37,2,0,0,0,81217,1157,4578,77,493,70,324,120.5,40,84,3,7,11,1,0,1,2
75,2,0,1,1,49090,688,4578,45,494,5,82,7,0,100,7,2,9,3,0,7,0
39,3,0,0,0,61787,1319,4591,71,621,73,414,78,48,85,8,4,6,1,0,5,2
41,4,1,1,1,18169,21,4728,40,9,0,5,0,0,7,1,0,2,1,0,8,1
45,1,0,1,1,24336,31,4904,82,1,6,2,8,2,12,1,0,2,1,0,7,1
36,2,1,0,0,18222,67,4778,70,12,4,19,12,6,14,2,0,3,1,0,8,1
74,2,0,1,1,62335,708,4635,87,243,81,217,85,6,26,3,3,13,2,0,2,0
55,1,1,1,2,42033,25,4881,95,11,1,4,2,0,7,1,0,2,1,0,7,1
43,4,1,0,0,86580,746,4720,72,532,21,127,26,20,20,4,2,5,0,1,1,2
69,4,0,1,2,41437,32,4878,5,29,0,2,0,0,1,1,0,3,1,0,7,1
75,3,0,1,2,73705,1695,4349,86,612,81,520,120.5,81,107,9,6,8,2,0,5,0
50,2,1,1,1,61064,1080,4900,80,387,81,342,0,45,126.5,8,4,11,5,0,6,0
71,3,1,1,2,38452,72,4324,62,56,0,14,0,0,2,3,0,3,3,0,7,1
37,2,0,1,1,18358,57,4454,49,6,8,19,16,4,4,3,0,4,3,0,7,1
53,4,1,1,1,55012,660,4333,85,582,0,65,0,0,13,8,2,9,6,0,5,0
53,0,1,1,1,9722,103,4868,7,6,17,16,6,16,42,3,1,3,4,0,8,1
42,4,1,1,1,38175,153,4512,6,70,6,69,2,3,3,3,1,4,3,0,7,1
70,3,1,1,1,58656,1220,4880,25,962,12,194,16,24,12,7,8,13,4,1,6,0
61,2,1,1,1,52117,279,4915,55,112,10,107,30,0,20,5,2,4,2,0,7,0
48,2,1,1,1,64813,745,4411,81,293,0,124,120.5,81,52,7,2,10,1,0,5,0
53,4,1,1,1,54222,264,4353,98,199,12,31,3,12,7,3,3,5,1,0,3,1
40,2,1,0,0,83512,2157,4245,31,1060,61,556,80,20,101,4,7,10,1,4,1,2
67,3,1,1,1,77520,1526,4538,30,940,44,396,0,81,58,8,7,7,1,3,4,2
48,2,1,1,1,41154,69,4679,98,44,2,11,2,3,7,1,0,4,1,0,5,1
60,2,1,0,0,80398,1597,4829,92,342,51,556,120.5,35,26,5,8,12,1,1,3,2
34,0,0,1,1,18746,64,4264,41,2,10,11,12,9,20,3,0,3,2,0,6,1
42,2,1,1,1,35196,497,4826,68,75,12,141,43,39,126.5,6,1,5,6,0,8,0
70,2,0,1,1,60230,1067,4638,78,520,20,367,39,81,40,6,3,6,2,0,5,0
49,2,1,1,2,22108,31,4285,46,5,3,9,6,2,6,2,0,3,2,0,7,1
52,2,1,1,2,44392,211,4530,71,87,5,71,7,12,29,4,1,4,5,0,7,0
50,4,1,1,1,55424,877,4814,6,462,61,184,10,53,107,7,5,9,4,1,6,0
47,2,1,1,1,17688,11,4765,82,2,2,1,3,1,2,1,0,2,1,0,8,1
43,4,1,0,0,92491,2034,4657,71,979,44,556,29,25,22,7,5,12,1,3,3,2
35,2,0,0,0,90273,1991,4430,32,704,81,556,120,74,111,5,6,7,1,3,2,2
64,4,0,0,0,82571,1686,4321,28,861,31,556,62,81,79,6,5,13,0,1,2,2
44,4,0,1,1,38513,324,4385,20,172,3,115,16,0,18,6,1,5,5,0,8,0
47,3,0,1,1,16653,69,4305,10,5,7,31,15,4,7,2,1,3,3,0,6,1
71,2,1,1,2,42586,252,4841,7,194,2,56,0,0,0,4,1,6,5,0,8,1
61,0,0,1,1,23529,54,4771,67,9,7,13,3,2,20,1,1,2,1,0,6,1
65,3,1,1,2,74881,964,4711,48,505,72,270,36,27,54,9,2,12,4,0,5,0
75,2,1,1,1,71107,1327,4730,61,533,10,217,120.5,81,126.5,7,6,13,2,0,4,2
62,4,1,1,2,46910,68,4331,36,48,0,14,0,0,6,2,0,3,2,0,6,1
67,2,1,0,0,18690,60,4781,77,6,1,7,23,4,19,1,1,2,1,0,8,1
71,2,0,1,2,37244,55,4661,90,18,2,10,0,0,25,1,1,2,1,1,7,1
60,2,1,0,0,82427,1456,4342,35,482,81,509,104,81,107,3,5,12,1,1,1,2
68,1,0,1,1,75342,563,4652,38,204,81,97,21,81,26,5,2,10,1,0,4,0
72,2,0,1,1,70044,1504,4729,46,1073,0,250,120.5,14,14,7,10,5,4,0,5,0
59,2,0,1,2,79146,564,4299,33,245,16,223,21,43,16,8,1,8,2,0,6,0
63,2,1,0,0,77437,1125,4448,70,560,21,442,29,44,29,4,5,13,1,1,1,2
67,2,1,1,1,54984,358,4269,51,173,13,131,32,3,6,6,1,6,4,1,7,0
55,4,1,1,1,42403,42,4433,18,22,1,11,0,5,3,1,0,3,1,0,8,1
62,2,1,1,1,55761,184,4299,97,136,1,12,0,3,32,4,1,3,2,1,6,1
43,2,1,1,1,37292,460,4670,32,275,0,86,10,23,66,6,3,5,5,0,8,0
81,4,0,0,0,45576,145,4265,9,56,19,29,2,14,25,3,1,3,1,0,8,1
79,2,1,0,0,70321,1376,4762,6,303,23,556,82,26,126.5,6,5,13,1,0,4,2
57,4,0,1,1,58086,792,4758,80,708,7,62,0,0,15,11,3,7,2,0,8,0
74,2,1,0,0,81795,1382,4844,74,324,81,556,27,81,88,4,11,7,1,0,2,2
79,0,1,0,0,28389,28,4819,49,1,5,3,7,4,8,1,0,2,1,0,7,1
80,3,1,0,0,66835,1033,4507,21,620,26,195,34,17,126.5,6,4,13,1,0,2,2
57,2,0,1,1,69901,882,4629,95,312,21,206,102,81,126.5,7,3,10,3,0,5,0
77,4,1,0,0,80360,2231,4716,56,1225,81,454,112,43,43,4,4,5,2,3,2,2
65,4,1,1,1,63342,1101,4854,48,918,21,118,13,10,21,8,3,5,3,1,6,0
52,2,1,1,1,44989,369,4888,26,98,0,106,49,10,106,5,1,5,5,0,6,0
46,1,0,1,1,31859,48,4355,3,3,4,7,15,8,11,1,0,3,1,0,7,1
77,4,0,1,1,51569,467,4735,39,380,0,47,6,0,34,7,1,7,4,1,8,0
55,2,0,1,2,30372,44,4784,33,15,0,12,7,3,7,2,0,3,3,0,7,1
47,0,0,1,2,16014,38,4702,42,3,9,4,7,8,7,1,1,4,4,0,3,1
58,2,1,1,2,41120,81,4468,80,24,2,23,0,8,24,2,1,3,3,0,6,1
55,3,0,1,1,39763,167,4562,9,80,1,60,4,6,16,5,1,2,2,0,9,1
71,4,1,1,2,38725,45,4283,52,31,0,6,2,1,5,1,0,4,2,0,4,1
54,2,1,1,1,77981,664,4632,78,138,81,204,16,81,60,7,4,7,3,0,5,0
62,1,1,1,1,62905,622,4525,68,166,75,96,119,81,59,7,2,8,3,0,4,0
47,1,0,1,1,13533,48,4709,45,12,3,8,8,0,17,2,0,3,2,0,7,1
51,2,1,1,1,59481,461,4482,47,178,3,85,71,66,58,3,3,8,2,0,2,0
49,2,1,1,1,72117,1073,4546,34,707,20,171,65,60,50,9,7,9,1,0,5,2
40,1,1,1,1,21955,55,4528,81,5,1,7,17,14,11,2,1,3,2,0,6,1
70,2,1,1,1,67131,976,4693,72,465,71,250,93,35,62,9,2,12,3,0,6,0
46,4,0,1,1,36802,20,4246,23,16,1,2,0,0,1,1,0,3,1,0,5,1
44,2,1,0,0,71853,1149,4650,29,358,81,413,120.5,81,32,2,8,6,1,0,1,2
65,0,1,0,0,28249,43,4247,80,1,9,7,2,14,10,2,0,3,1,0,6,1
51,3,1,1,1,47808,224,4485,30,123,1,26,2,0,72,3,2,3,2,1,7,1
52,4,0,1,1,25509,101,4882,15,40,3,30,10,7,11,3,0,3,3,0,9,1
80,4,1,0,0,51012,209,4670,86,102,9,63,2,9,24,4,1,4,1,0,6,0
41,2,0,0,0,70596,968,4865,68,347,44,534,17,0,26,3,5,12,1,0,2,2
74,4,1,0,0,85431,1165,4619,54,376,53,462,120.5,53,53,2,7,7,1,0,0,2
59,2,1,1,1,42664,24,4336,44,21,0,3,0,0,0,1,0,3,1,0,6,1
71,2,1,1,2,42586,252,4841,7,194,2,56,0,0,0,4,1,6,5,0,8,1
41,2,0,1,1,29760,165,4902,87,64,4,68,7,5,17,3,1,4,4,0,8,1
